"","PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked"
"494","494","0","1","Artagaveytia,_Mr._Ramon","male",71,0,0,"PC_17609",49.5042,"","Cherbourg"
"495","495","0","3","Stanley,_Mr._Edward_Roland","male",21,0,0,"A/4_45380",8.05,"","Southampton"
"496","496","0","3","Yousseff,_Mr._Gerious","male",32.1780504445711,0,0,"2627",14.4583,"","Cherbourg"
"497","497","1","1","Eustis,_Miss._Elizabeth_Mussey","female",54,1,0,"36947",78.2667,"D20","Cherbourg"
"498","498","0","3","Shellard,_Mr._Frederick_William","male",32.2210089970098,0,0,"C.A._6212",15.1,"","Southampton"
"499","499","0","1","Allison,_Mrs._Hudson_J_C_(Bessie_Waldo_Daniels)","female",25,1,2,"113781",151.55,"C22_C26","Southampton"
"500","500","0","3","Svensson,_Mr._Olof","male",24,0,0,"350035",7.7958,"","Southampton"
"501","501","0","3","Calic,_Mr._Petar","male",17,0,0,"315086",8.6625,"","Southampton"
"502","502","0","3","Canavan,_Miss._Mary","female",21,0,0,"364846",7.75,"","Queenstown"
"503","503","0","3","O'Sullivan,_Miss._Bridget_Mary","female",31.9066732526928,0,0,"330909",7.6292,"","Queenstown"
"504","504","0","3","Laitinen,_Miss._Kristina_Sofia","female",37,0,0,"4135",9.5875,"","Southampton"
"505","505","1","1","Maioni,_Miss._Roberta","female",16,0,0,"110152",86.5,"B79","Southampton"
"506","506","0","1","Penasco_y_Castellana,_Mr._Victor_de_Satode","male",18,1,0,"PC_17758",108.9,"C65","Cherbourg"
"507","507","1","2","Quick,_Mrs._Frederick_Charles_(Jane_Richards)","female",33,0,2,"26360",26,"","Southampton"
"508","508","1","1","Bradley,_Mr._George_(""George_Arthur_Brayton"")","male",29.9393177202908,0,0,"111427",26.55,"","Southampton"
"509","509","0","3","Olsen,_Mr._Henry_Margido","male",28,0,0,"C_4001",22.525,"","Southampton"
"510","510","1","3","Lang,_Mr._Fang","male",26,0,0,"1601",56.4958,"","Southampton"
"511","511","1","3","Daly,_Mr._Eugene_Patrick","male",29,0,0,"382651",7.75,"","Queenstown"
"512","512","0","3","Webber,_Mr._James","male",31.7490473409514,0,0,"SOTON/OQ_3101316",8.05,"","Southampton"
"513","513","1","1","McGough,_Mr._James_Robert","male",36,0,0,"PC_17473",26.2875,"E25","Southampton"
"514","514","1","1","Rothschild,_Mrs._Martin_(Elizabeth_L._Barrett)","female",54,1,0,"PC_17603",59.4,"","Cherbourg"
"515","515","0","3","Coleff,_Mr._Satio","male",24,0,0,"349209",7.4958,"","Southampton"
"516","516","0","1","Walker,_Mr._William_Anderson","male",47,0,0,"36967",34.0208,"D46","Southampton"
"517","517","1","2","Lemore,_Mrs._(Amelia_Milley)","female",34,0,0,"C.A._34260",10.5,"F33","Southampton"
"518","518","0","3","Ryan,_Mr._Patrick","male",32.8268604845741,0,0,"371110",24.15,"","Queenstown"
"519","519","1","2","Angle,_Mrs._William_A_(Florence_""Mary""_Agnes_Hughes)","female",36,1,0,"226875",26,"","Southampton"
"520","520","0","3","Pavlovic,_Mr._Stefo","male",32,0,0,"349242",7.8958,"","Southampton"
"521","521","1","1","Perreault,_Miss._Anne","female",30,0,0,"12749",93.5,"B73","Southampton"
"522","522","0","3","Vovk,_Mr._Janko","male",22,0,0,"349252",7.8958,"","Southampton"
"523","523","0","3","Lahoud,_Mr._Sarkis","male",31.6938177854552,0,0,"2624",7.225,"","Cherbourg"
"524","524","1","1","Hippach,_Mrs._Louis_Albert_(Ida_Sophia_Fischer)","female",44,0,1,"111361",57.9792,"B18","Cherbourg"
"525","525","0","3","Kassem,_Mr._Fared","male",31.6940989541013,0,0,"2700",7.2292,"","Cherbourg"
"526","526","0","3","Farrell,_Mr._James","male",40.5,0,0,"367232",7.75,"","Queenstown"
"527","527","1","2","Ridsdale,_Miss._Lucy","female",50,0,0,"W./C._14258",10.5,"","Southampton"
"528","528","0","1","Farthing,_Mr._John","male",46.0571306289004,0,0,"PC_17483",221.7792,"C95","Southampton"
"529","529","0","3","Salonen,_Mr._Johan_Werner","male",39,0,0,"3101296",7.925,"","Southampton"
"530","530","0","2","Hocking,_Mr._Richard_George","male",23,2,1,"29104",11.5,"","Southampton"
"531","531","1","2","Quick,_Miss._Phyllis_May","female",2,1,1,"26360",26,"","Southampton"
"532","532","0","3","Toufik,_Mr._Nakli","male",31.6940989541013,0,0,"2641",7.2292,"","Cherbourg"
"533","533","0","3","Elias,_Mr._Joseph_Jr","male",17,1,1,"2690",7.2292,"","Cherbourg"
"534","534","1","3","Peter,_Mrs._Catherine_(Catherine_Rizk)","female",26.2042805821451,0,2,"2668",22.3583,"","Cherbourg"
"535","535","0","3","Cacic,_Miss._Marija","female",30,0,0,"315084",8.6625,"","Southampton"
"536","536","1","2","Hart,_Miss._Eva_Miriam","female",7,0,2,"F.C.C._13529",26.25,"","Southampton"
"537","537","0","1","Butt,_Major._Archibald_Willingham","male",45,0,0,"113050",26.55,"B38","Southampton"
"538","538","1","1","LeRoy,_Miss._Bertha","female",30,0,0,"PC_17761",106.425,"","Cherbourg"
"539","539","0","3","Risien,_Mr._Samuel_Beard","male",32.180842047558,0,0,"364498",14.5,"","Southampton"
"540","540","1","1","Frolicher,_Miss._Hedwig_Margaritha","female",22,0,2,"13568",49.5,"B39","Cherbourg"
"541","541","1","1","Crosby,_Miss._Harriet_R","female",36,0,2,"WE/P_5735",71,"B22","Southampton"
"542","542","0","3","Andersson,_Miss._Ingeborg_Constanzia","female",9,4,2,"347082",31.275,"","Southampton"
"543","543","0","3","Andersson,_Miss._Sigrid_Elisabeth","female",11,4,2,"347082",31.275,"","Southampton"
"544","544","1","2","Beane,_Mr._Edward","male",32,1,0,"2908",26,"","Southampton"
"545","545","0","1","Douglas,_Mr._Walter_Donald","male",50,1,0,"PC_17761",106.425,"C86","Cherbourg"
"546","546","0","1","Nicholson,_Mr._Arthur_Ernest","male",64,0,0,"693",26,"","Southampton"
"547","547","1","2","Beane,_Mrs._Edward_(Ethel_Clarke)","female",19,1,0,"2908",26,"","Southampton"
"548","548","1","2","Padro_y_Manent,_Mr._Julian","male",29.089954101675,0,0,"SC/PARIS_2146",13.8625,"","Cherbourg"
"549","549","0","3","Goldsmith,_Mr._Frank_John","male",33,1,1,"363291",20.525,"","Southampton"
"550","550","1","2","Davies,_Master._John_Morgan_Jr","male",8,1,1,"C.A._33112",36.75,"","Southampton"
"551","551","1","1","Thayer,_Mr._John_Borland_Jr","male",17,0,2,"17421",110.8833,"C70","Cherbourg"
"552","552","0","2","Sharp,_Mr._Percival_James_R","male",27,0,0,"244358",26,"","Southampton"
"553","553","0","3","O'Brien,_Mr._Timothy","male",31.7342659035531,0,0,"330979",7.8292,"","Queenstown"
"554","554","1","3","Leeni,_Mr._Fahim_(""Philip_Zenni"")","male",22,0,0,"2620",7.225,"","Cherbourg"
"555","555","1","3","Ohman,_Miss._Velin","female",22,0,0,"347085",7.775,"","Southampton"
"556","556","0","1","Wright,_Mr._George","male",62,0,0,"113807",26.55,"","Southampton"
"557","557","1","1","Duff_Gordon,_Lady._(Lucille_Christiana_Sutherland)_(""Mrs_Morgan"")","female",48,1,0,"11755",39.6,"A16","Cherbourg"
"558","558","0","1","Robbins,_Mr._Victor","male",46.4417827258338,0,0,"PC_17757",227.525,"","Cherbourg"
"559","559","1","1","Taussig,_Mrs._Emil_(Tillie_Mandelbaum)","female",39,1,1,"110413",79.65,"E67","Southampton"
"560","560","1","3","de_Messemaeker,_Mrs._Guillaume_Joseph_(Emma)","female",36,1,0,"345572",17.4,"","Southampton"
"561","561","0","3","Morrow,_Mr._Thomas_Rowan","male",31.7289638662255,0,0,"372622",7.75,"","Queenstown"
"562","562","0","3","Sivic,_Mr._Husein","male",40,0,0,"349251",7.8958,"","Southampton"
"563","563","0","2","Norman,_Mr._Robert_Douglas","male",28,0,0,"218629",13.5,"","Southampton"
"564","564","0","3","Simmons,_Mr._John","male",31.7490473409514,0,0,"SOTON/OQ_392082",8.05,"","Southampton"
"565","565","0","3","Meanwell,_Miss._(Marion_Ogden)","female",31.9348436732417,0,0,"SOTON/O.Q._392087",8.05,"","Southampton"
"566","566","0","3","Davies,_Mr._Alfred_J","male",24,2,0,"A/4_48871",24.15,"","Southampton"
"567","567","0","3","Stoytcheff,_Mr._Ilia","male",19,0,0,"349205",7.8958,"","Southampton"
"568","568","0","3","Palsson,_Mrs._Nils_(Alma_Cornelia_Berglund)","female",29,0,4,"349909",21.075,"","Southampton"
"569","569","0","3","Doharr,_Mr._Tannous","male",31.6940989541013,0,0,"2686",7.2292,"","Cherbourg"
"570","570","1","3","Jonsson,_Mr._Carl","male",32,0,0,"350417",7.8542,"","Southampton"
"571","571","1","2","Harris,_Mr._George","male",62,0,0,"S.W./PP_752",10.5,"","Southampton"
"572","572","1","1","Appleton,_Mrs._Edward_Dale_(Charlotte_Lamson)","female",53,2,0,"11769",51.4792,"C101","Southampton"
"573","573","1","1","Flynn,_Mr._John_Irwin_(""Irving"")","male",36,0,0,"PC_17474",26.3875,"E25","Southampton"
"574","574","1","3","Kelly,_Miss._Mary","female",28.8665496364253,0,0,"14312",7.75,"","Queenstown"
"575","575","0","3","Rush,_Mr._Alfred_George_John","male",16,0,0,"A/4._20589",8.05,"","Southampton"
"576","576","0","3","Patchett,_Mr._George","male",19,0,0,"358585",14.5,"","Southampton"
"577","577","1","2","Garside,_Miss._Ethel","female",34,0,0,"243880",13,"","Southampton"
"578","578","1","1","Silvey,_Mrs._William_Baird_(Alice_Munger)","female",39,1,0,"13507",55.9,"E44","Southampton"
"579","579","0","3","Caram,_Mrs._Joseph_(Maria_Elias)","female",28.5881282928446,1,0,"2689",14.4583,"","Cherbourg"
"580","580","1","3","Jussila,_Mr._Eiriik","male",32,0,0,"STON/O_2._3101286",7.925,"","Southampton"
"581","581","1","2","Christy,_Miss._Julie_Rachel","female",25,1,1,"237789",30,"","Southampton"
"582","582","1","1","Thayer,_Mrs._John_Borland_(Marian_Longstreth_Morris)","female",39,1,1,"17421",110.8833,"C68","Cherbourg"
"583","583","0","2","Downton,_Mr._William_James","male",54,0,0,"28403",26,"","Southampton"
"584","584","0","1","Ross,_Mr._John_Hugo","male",36,0,0,"13049",40.125,"A10","Cherbourg"
"585","585","0","3","Paulner,_Mr._Uscher","male",31.7933983476377,0,0,"3411",8.7125,"","Cherbourg"
"586","586","1","1","Taussig,_Miss._Ruth","female",18,0,2,"110413",79.65,"E68","Southampton"
"587","587","0","2","Jarvis,_Mr._John_Denzil","male",47,0,0,"237565",15,"","Southampton"
"588","588","1","1","Frolicher-Stehli,_Mr._Maxmillian","male",60,1,1,"13567",79.2,"B41","Cherbourg"
"589","589","0","3","Gilinski,_Mr._Eliezer","male",22,0,0,"14973",8.05,"","Southampton"
"590","590","0","3","Murdlin,_Mr._Joseph","male",31.7490473409514,0,0,"A./5._3235",8.05,"","Southampton"
"591","591","0","3","Rintamaki,_Mr._Matti","male",35,0,0,"STON/O_2._3101273",7.125,"","Southampton"
"592","592","1","1","Stephenson,_Mrs._Walter_Bertram_(Martha_Eustis)","female",52,1,0,"36947",78.2667,"D20","Cherbourg"
"593","593","0","3","Elsbury,_Mr._William_James","male",47,0,0,"A/5_3902",7.25,"","Southampton"
"594","594","0","3","Bourke,_Miss._Mary","female",28.2745397314416,0,2,"364848",7.75,"","Queenstown"
"595","595","0","2","Chapman,_Mr._John_Henry","male",37,1,0,"SC/AH_29037",26,"","Southampton"
"596","596","0","3","Van_Impe,_Mr._Jean_Baptiste","male",36,1,1,"345773",24.15,"","Southampton"
"597","597","1","2","Leitch,_Miss._Jessie_Wills","female",30.5569087591877,0,0,"248727",33,"","Southampton"
"598","598","0","3","Johnson,_Mr._Alfred","male",49,0,0,"LINE",0,"","Southampton"
"599","599","0","3","Boulos,_Mr._Hanna","male",31.6938177854552,0,0,"2664",7.225,"","Cherbourg"
"600","600","1","1","Duff_Gordon,_Sir._Cosmo_Edmund_(""Mr_Morgan"")","male",49,1,0,"PC_17485",56.9292,"A20","Cherbourg"
"601","601","1","2","Jacobsohn,_Mrs._Sidney_Samuel_(Amy_Frances_Christy)","female",24,2,1,"243847",27,"","Southampton"
"602","602","0","3","Slabenoff,_Mr._Petco","male",31.7387244349423,0,0,"349214",7.8958,"","Southampton"
"603","603","0","1","Harrington,_Mr._Charles_H","male",34.0486051970658,0,0,"113796",42.4,"","Southampton"
"604","604","0","3","Torber,_Mr._Ernst_William","male",44,0,0,"364511",8.05,"","Southampton"
"605","605","1","1","Homer,_Mr._Harry_(""Mr_E_Haven"")","male",35,0,0,"111426",26.55,"","Cherbourg"
"606","606","0","3","Lindell,_Mr._Edvard_Bengtsson","male",36,1,0,"349910",15.55,"","Southampton"
"607","607","0","3","Karaic,_Mr._Milan","male",30,0,0,"349246",7.8958,"","Southampton"
"608","608","1","1","Daniel,_Mr._Robert_Williams","male",27,0,0,"113804",30.5,"","Southampton"
"609","609","1","2","Laroche,_Mrs._Joseph_(Juliette_Marie_Louise_Lafargue)","female",22,1,2,"SC/Paris_2123",41.5792,"","Cherbourg"
"610","610","1","1","Shutes,_Miss._Elizabeth_W","female",40,0,0,"PC_17582",153.4625,"C125","Southampton"
"611","611","0","3","Andersson,_Mrs._Anders_Johan_(Alfrida_Konstantia_Brogren)","female",39,1,5,"347082",31.275,"","Southampton"
"612","612","0","3","Jardin,_Mr._Jose_Neto","male",31.6821024251984,0,0,"SOTON/O.Q._3101305",7.05,"","Southampton"
"613","613","1","3","Murphy,_Miss._Margaret_Jane","female",25.609654249494,1,0,"367230",15.5,"","Queenstown"
"614","614","0","3","Horgan,_Mr._John","male",31.7289638662255,0,0,"370377",7.75,"","Queenstown"
"615","615","0","3","Brocklebank,_Mr._William_Alfred","male",35,0,0,"364512",8.05,"","Southampton"
"616","616","1","2","Herman,_Miss._Alice","female",24,1,2,"220845",65,"","Southampton"
"617","617","0","3","Danbom,_Mr._Ernst_Gilbert","male",34,1,1,"347080",14.4,"","Southampton"
"618","618","0","3","Lobb,_Mrs._William_Arthur_(Cordelia_K_Stanlick)","female",26,1,0,"A/5._3336",16.1,"","Southampton"
"619","619","1","2","Becker,_Miss._Marion_Louise","female",4,2,1,"230136",39,"F4","Southampton"
"620","620","0","2","Gavey,_Mr._Lawrence","male",26,0,0,"31028",10.5,"","Southampton"
"621","621","0","3","Yasbeck,_Mr._Antoni","male",27,1,0,"2659",14.4542,"","Cherbourg"
"622","622","1","1","Kimball,_Mr._Edwin_Nelson_Jr","male",42,1,0,"11753",52.5542,"D19","Southampton"
"623","623","1","3","Nakid,_Mr._Sahid","male",20,1,1,"2653",15.7417,"","Cherbourg"
"624","624","0","3","Hansen,_Mr._Henry_Damsgaard","male",21,0,0,"350029",7.8542,"","Southampton"
"625","625","0","3","Bowen,_Mr._David_John_""Dai""","male",21,0,0,"54636",16.1,"","Southampton"
"626","626","0","1","Sutton,_Mr._Frederick","male",61,0,0,"36963",32.3208,"D50","Southampton"
"627","627","0","2","Kirkland,_Rev._Charles_Leonard","male",57,0,0,"219533",12.35,"","Queenstown"
"628","628","1","1","Longley,_Miss._Gretchen_Fiske","female",21,0,0,"13502",77.9583,"D9","Southampton"
"629","629","0","3","Bostandyeff,_Mr._Guentcho","male",26,0,0,"349224",7.8958,"","Southampton"
"630","630","0","3","O'Connell,_Mr._Patrick_D","male",31.7278458861324,0,0,"334912",7.7333,"","Queenstown"
"631","631","1","1","Barkworth,_Mr._Algernon_Henry_Wilson","male",80,0,0,"27042",30,"A23","Southampton"
"632","632","0","3","Lundahl,_Mr._Johan_Svensson","male",51,0,0,"347743",7.0542,"","Southampton"
"633","633","1","1","Stahelin-Maeglin,_Dr._Max","male",32,0,0,"13214",30.5,"B50","Cherbourg"
"634","634","0","1","Parr,_Mr._William_Henry_Marsh","male",31.21014076914,0,0,"112052",0,"","Southampton"
"635","635","0","3","Skoog,_Miss._Mabel","female",9,3,2,"347088",27.9,"","Southampton"
"636","636","1","2","Davis,_Miss._Mary","female",28,0,0,"237668",13,"","Southampton"
"637","637","0","3","Leinonen,_Mr._Antti_Gustaf","male",32,0,0,"STON/O_2._3101292",7.925,"","Southampton"
"638","638","0","2","Collyer,_Mr._Harvey","male",31,1,1,"C.A._31921",26.25,"","Southampton"
"639","639","0","3","Panula,_Mrs._Juha_(Maria_Emilia_Ojala)","female",41,0,5,"3101295",39.6875,"","Southampton"
"640","640","0","3","Thorneycroft,_Mr._Percival","male",28.512235428746,1,0,"376564",16.1,"","Southampton"
"641","641","0","3","Jensen,_Mr._Hans_Peder","male",20,0,0,"350050",7.8542,"","Southampton"
"642","642","1","1","Sagesser,_Mlle._Emma","female",24,0,0,"PC_17477",69.3,"B35","Cherbourg"
"643","643","0","3","Skoog,_Miss._Margit_Elizabeth","female",2,3,2,"347088",27.9,"","Southampton"
"644","644","1","3","Foo,_Mr._Choong","male",31.944036778446,0,0,"1601",56.4958,"","Southampton"
"645","645","1","3","Baclini,_Miss._Eugenie","female",0.75,2,1,"2666",19.2583,"","Cherbourg"
"646","646","1","1","Harper,_Mr._Henry_Sleeper","male",48,1,0,"PC_17572",76.7292,"D33","Cherbourg"
"647","647","0","3","Cor,_Mr._Liudevit","male",19,0,0,"349231",7.8958,"","Southampton"
"648","648","1","1","Simonius-Blumer,_Col._Oberst_Alfons","male",56,0,0,"13213",35.5,"A26","Cherbourg"
"649","649","0","3","Willey,_Mr._Edward","male",31.7155748830749,0,0,"S.O./P.P._751",7.55,"","Southampton"
"650","650","1","3","Stanley,_Miss._Amy_Zillah_Elsie","female",23,0,0,"CA._2314",7.55,"","Southampton"
"651","651","0","3","Mitkoff,_Mr._Mito","male",31.7387244349423,0,0,"349221",7.8958,"","Southampton"
"652","652","1","2","Doling,_Miss._Elsie","female",18,0,1,"231919",23,"","Southampton"
"653","653","0","3","Kalvik,_Mr._Johannes_Halvorsen","male",21,0,0,"8475",8.4333,"","Southampton"
"654","654","1","3","O'Leary,_Miss._Hanora_""Norah""","female",28.871851673753,0,0,"330919",7.8292,"","Queenstown"
"655","655","0","3","Hegarty,_Miss._Hanora_""Nora""","female",18,0,0,"365226",6.75,"","Queenstown"
"656","656","0","2","Hickman,_Mr._Leonard_Mark","male",24,2,0,"S.O.C._14879",73.5,"","Southampton"
"657","657","0","3","Radeff,_Mr._Alexander","male",31.7387244349423,0,0,"349223",7.8958,"","Southampton"
"658","658","0","3","Bourke,_Mrs._John_(Catherine)","female",32,1,1,"364849",15.5,"","Queenstown"
"659","659","0","2","Eitemiller,_Mr._George_Floyd","male",23,0,0,"29751",13,"","Southampton"
"660","660","0","1","Newell,_Mr._Arthur_Webster","male",58,0,2,"35273",113.275,"D48","Cherbourg"
"661","661","1","1","Frauenthal,_Dr._Henry_William","male",50,2,0,"PC_17611",133.65,"","Southampton"
"662","662","0","3","Badt,_Mr._Mohamed","male",40,0,0,"2623",7.225,"","Cherbourg"
"663","663","0","1","Colley,_Mr._Edward_Pomeroy","male",47,0,0,"5727",25.5875,"E58","Southampton"
"664","664","0","3","Coleff,_Mr._Peju","male",36,0,0,"349210",7.4958,"","Southampton"
"665","665","1","3","Lindqvist,_Mr._Eino_William","male",20,1,0,"STON/O_2._3101285",7.925,"","Southampton"
"666","666","0","2","Hickman,_Mr._Lewis","male",32,2,0,"S.O.C._14879",73.5,"","Southampton"
"667","667","0","2","Butler,_Mr._Reginald_Fenton","male",25,0,0,"234686",13,"","Southampton"
"668","668","0","3","Rommetvedt,_Mr._Knud_Paust","male",31.7306374891193,0,0,"312993",7.775,"","Southampton"
"669","669","0","3","Cook,_Mr._Jacob","male",43,0,0,"A/5_3536",8.05,"","Southampton"
"670","670","1","1","Taylor,_Mrs._Elmer_Zebley_(Juliet_Cummins_Wright)","female",28.0531436744773,1,0,"19996",52,"C126","Southampton"
"671","671","1","2","Brown,_Mrs._Thomas_William_Solomon_(Elizabeth_Catherine_Ford)","female",40,1,1,"29750",39,"","Southampton"
"672","672","0","1","Davidson,_Mr._Thornton","male",31,1,0,"F.C._12750",52,"B71","Southampton"
"673","673","0","2","Mitchell,_Mr._Henry_Michael","male",70,0,0,"C.A._24580",10.5,"","Southampton"
"674","674","1","2","Wilhelms,_Mr._Charles","male",31,0,0,"244270",13,"","Southampton"
"675","675","0","2","Watson,_Mr._Ennis_Hastings","male",31.21014076914,0,0,"239856",0,"","Southampton"
"676","676","0","3","Edvardsson,_Mr._Gustaf_Hjalmar","male",18,0,0,"349912",7.775,"","Southampton"
"677","677","0","3","Sawyer,_Mr._Frederick_Charles","male",24.5,0,0,"342826",8.05,"","Southampton"
"678","678","1","3","Turja,_Miss._Anna_Sofia","female",18,0,0,"4138",9.8417,"","Southampton"
"679","679","0","3","Goodwin,_Mrs._Frederick_(Augusta_Tyler)","female",43,1,6,"CA_2144",46.9,"","Southampton"
"680","680","1","1","Cardeza,_Mr._Thomas_Drake_Martinez","male",36,0,1,"PC_17755",512.3292,"B51_B53_B55","Cherbourg"
"681","681","0","3","Peters,_Miss._Katie","female",31.9407013533701,0,0,"330935",8.1375,"","Queenstown"
"682","682","1","1","Hassab,_Mr._Hammad","male",27,0,0,"PC_17572",76.7292,"D49","Cherbourg"
"683","683","0","3","Olsvigen,_Mr._Thor_Anderson","male",20,0,0,"6563",9.225,"","Southampton"
"684","684","0","3","Goodwin,_Mr._Charles_Edward","male",14,5,2,"CA_2144",46.9,"","Southampton"
"685","685","0","2","Brown,_Mr._Thomas_William_Solomon","male",60,1,1,"29750",39,"","Southampton"
"686","686","0","2","Laroche,_Mr._Joseph_Philippe_Lemercier","male",25,1,2,"SC/Paris_2123",41.5792,"","Cherbourg"
"687","687","0","3","Panula,_Mr._Jaako_Arnold","male",14,4,1,"3101295",39.6875,"","Southampton"
"688","688","0","3","Dakic,_Mr._Branko","male",19,0,0,"349228",10.1708,"","Southampton"
"689","689","0","3","Fischer,_Mr._Eberhard_Thelander","male",18,0,0,"350036",7.7958,"","Southampton"
"690","690","1","1","Madill,_Miss._Georgette_Alexandra","female",15,0,1,"24160",211.3375,"B5","Southampton"
"691","691","1","1","Dick,_Mr._Albert_Adrian","male",31,1,0,"17474",57,"B20","Southampton"
"692","692","1","3","Karun,_Miss._Manca","female",4,0,1,"349256",13.4167,"","Cherbourg"
"693","693","1","3","Lam,_Mr._Ali","male",31.944036778446,0,0,"1601",56.4958,"","Southampton"
"694","694","0","3","Saad,_Mr._Khalil","male",25,0,0,"2672",7.225,"","Cherbourg"
"695","695","0","1","Weir,_Col._John","male",60,0,0,"113800",26.55,"","Southampton"
"696","696","0","2","Chapman,_Mr._Charles_Henry","male",52,0,0,"248731",13.5,"","Southampton"
"697","697","0","3","Kelly,_Mr._James","male",44,0,0,"363592",8.05,"","Southampton"
"698","698","1","3","Mullens,_Miss._Katherine_""Katie""","female",28.8654316563323,0,0,"35852",7.7333,"","Queenstown"
"699","699","0","1","Thayer,_Mr._John_Borland","male",49,1,1,"17421",110.8833,"C68","Cherbourg"
"700","700","0","3","Humblen,_Mr._Adolf_Mathias_Nicolai_Olsen","male",42,0,0,"348121",7.65,"F_G63","Southampton"
"701","701","1","1","Astor,_Mrs._John_Jacob_(Madeleine_Talmadge_Force)","female",18,1,0,"PC_17757",227.525,"C62_C64","Cherbourg"
"702","702","1","1","Silverthorne,_Mr._Spencer_Victor","male",35,0,0,"PC_17475",26.2875,"E24","Southampton"
"703","703","0","3","Barbara,_Miss._Saiide","female",18,0,1,"2691",14.4542,"","Cherbourg"
"704","704","0","3","Gallagher,_Mr._Martin","male",25,0,0,"36864",7.7417,"","Queenstown"
"705","705","0","3","Hansen,_Mr._Henrik_Juul","male",26,1,0,"350025",7.8542,"","Southampton"
"706","706","0","2","Morley,_Mr._Henry_Samuel_(""Mr_Henry_Marshall"")","male",39,0,0,"250655",26,"","Southampton"
"707","707","1","2","Kelly,_Mrs._Florence_""Fannie""","female",45,0,0,"223596",13.5,"","Southampton"
"708","708","1","1","Calderhead,_Mr._Edward_Pennington","male",42,0,0,"PC_17476",26.2875,"E24","Southampton"
"709","709","1","1","Cleaver,_Miss._Alice","female",22,0,0,"113781",151.55,"","Southampton"
"710","710","1","3","Moubarek,_Master._Halim_Gonios_(""William_George"")","male",23.5867302860822,1,1,"2661",15.2458,"","Cherbourg"
"711","711","1","1","Mayne,_Mlle._Berthe_Antonine_(""Mrs_de_Villiers"")","female",24,0,0,"PC_17482",49.5042,"C90","Cherbourg"
"712","712","0","1","Klaber,_Mr._Herman","male",32.9875282823813,0,0,"113028",26.55,"C124","Southampton"
"713","713","1","1","Taylor,_Mr._Elmer_Zebley","male",48,1,0,"19996",52,"C126","Southampton"
"714","714","0","3","Larsson,_Mr._August_Viktor","male",29,0,0,"7545",9.4833,"","Southampton"
"715","715","0","2","Greenberg,_Mr._Samuel","male",52,0,0,"250647",13,"","Southampton"
"716","716","0","3","Soholt,_Mr._Peter_Andreas_Lauritz_Andersen","male",19,0,0,"348124",7.65,"F_G73","Southampton"
"717","717","1","1","Endres,_Miss._Caroline_Louise","female",38,0,0,"PC_17757",227.525,"C45","Cherbourg"
"718","718","1","2","Troutt,_Miss._Edwina_Celia_""Winnie""","female",27,0,0,"34218",10.5,"E101","Southampton"
"719","719","0","3","McEvoy,_Mr._Michael","male",32.247786963311,0,0,"36568",15.5,"","Queenstown"
"720","720","0","3","Johnson,_Mr._Malkolm_Joackim","male",33,0,0,"347062",7.775,"","Southampton"
"721","721","1","2","Harper,_Miss._Annie_Jessie_""Nina""","female",6,0,1,"248727",33,"","Southampton"
"722","722","0","3","Jensen,_Mr._Svend_Lauritz","male",17,1,0,"350048",7.0542,"","Southampton"
"723","723","0","2","Gillespie,_Mr._William_Henry","male",34,0,0,"12233",13,"","Southampton"
"724","724","0","2","Hodges,_Mr._Henry_Price","male",50,0,0,"250643",13,"","Southampton"
"725","725","1","1","Chambers,_Mr._Norman_Campbell","male",27,1,0,"113806",53.1,"E8","Southampton"
"726","726","0","3","Oreskovic,_Mr._Luka","male",20,0,0,"315094",8.6625,"","Southampton"
"727","727","1","2","Renouf,_Mrs._Peter_Henry_(Lillian_Jefferys)","female",30,3,0,"31027",21,"","Southampton"
"728","728","1","3","Mannion,_Miss._Margareth","female",28.8657128249784,0,0,"36866",7.7375,"","Queenstown"
"729","729","0","2","Bryhl,_Mr._Kurt_Arnold_Gottfrid","male",25,1,0,"236853",26,"","Southampton"
"730","730","0","3","Ilmakangas,_Miss._Pieta_Sofia","female",25,1,0,"STON/O2._3101271",7.925,"","Southampton"
"731","731","1","1","Allen,_Miss._Elisabeth_Walton","female",29,0,0,"24160",211.3375,"B5","Southampton"
"732","732","0","3","Hassan,_Mr._Houssein_G_N","male",11,0,0,"2699",18.7875,"","Cherbourg"
"733","733","0","2","Knight,_Mr._Robert_J","male",31.21014076914,0,0,"239855",0,"","Southampton"
"734","734","0","2","Berriman,_Mr._William_John","male",23,0,0,"28425",13,"","Southampton"
"735","735","0","2","Troupiansky,_Mr._Moses_Aaron","male",23,0,0,"233639",13,"","Southampton"
"736","736","0","3","Williams,_Mr._Leslie","male",28.5,0,0,"54636",16.1,"","Southampton"
"737","737","0","3","Ford,_Mrs._Edward_(Margaret_Ann_Watson)","female",48,1,3,"W./C._6608",34.375,"","Southampton"
"738","738","1","1","Lesurer,_Mr._Gustave_J","male",35,0,0,"PC_17755",512.3292,"B101","Cherbourg"
"739","739","0","3","Ivanoff,_Mr._Kanio","male",31.7387244349423,0,0,"349201",7.8958,"","Southampton"
"740","740","0","3","Nankoff,_Mr._Minko","male",31.7387244349423,0,0,"349218",7.8958,"","Southampton"
"741","741","1","1","Hawksford,_Mr._Walter_James","male",30.1702776796385,0,0,"16988",30,"D45","Southampton"
